population,Country,Year,region
10654121,Cuba,1991,America
10727088,Cuba,1992,America
10790686,Cuba,1993,America
10847842,Cuba,1994,America
10900795,Cuba,1995,America
10949206,Cuba,1996,America
10992290,Cuba,1997,America
11031429,Cuba,1998,America
11068382,Cuba,1999,America
11104313,Cuba,2000,America
11140168,Cuba,2001,America
11175434,Cuba,2002,America
11208029,Cuba,2003,America
11234970,Cuba,2004,America
11254242,Cuba,2005,America
11265124,Cuba,2006,America
11268687,Cuba,2007,America
11266905,Cuba,2008,America
11262628,Cuba,2009,America
11257979,Cuba,2010,America
11253665,Cuba,2011,America
11249266,Cuba,2012,America
11244424,Cuba,2013,America
578710,Cyprus,1964,Europe & Central Asia
581056,Cyprus,1965,Europe & Central Asia
585400,Cyprus,1966,Europe & Central Asia
591398,Cyprus,1967,Europe & Central Asia
598592,Cyprus,1968,Europe & Central Asia
606224,Cyprus,1969,Europe & Central Asia
613735,Cyprus,1970,Europe & Central Asia
620987,Cyprus,1971,Europe & Central Asia
628140,Cyprus,1972,Europe & Central Asia
635261,Cyprus,1973,Europe & Central Asia
642496,Cyprus,1974,Europe & Central Asia
649918,Cyprus,1975,Europe & Central Asia
657685,Cyprus,1976,Europe & Central Asia
665676,Cyprus,1977,Europe & Central Asia
673386,Cyprus,1978,Europe & Central Asia
680130,Cyprus,1979,Europe & Central Asia
685510,Cyprus,1980,Europe & Central Asia
689265,Cyprus,1981,Europe & Central Asia
691792,Cyprus,1982,Europe & Central Asia
694146,Cyprus,1983,Europe & Central Asia
697782,Cyprus,1984,Europe & Central Asia
703752,Cyprus,1985,Europe & Central Asia
712396,Cyprus,1986,Europe & Central Asia
723434,Cyprus,1987,Europe & Central Asia
736531,Cyprus,1988,Europe & Central Asia
751100,Cyprus,1989,Europe & Central Asia
766663,Cyprus,1990,Europe & Central Asia
783189,Cyprus,1991,Europe & Central Asia
800707,Cyprus,1992,Europe & Central Asia
818858,Cyprus,1993,Europe & Central Asia
837205,Cyprus,1994,Europe & Central Asia
855424,Cyprus,1995,Europe & Central Asia
873277,Cyprus,1996,Europe & Central Asia
890758,Cyprus,1997,Europe & Central Asia
908059,Cyprus,1998,Europe & Central Asia
925504,Cyprus,1999,Europe & Central Asia
943294,Cyprus,2000,Europe & Central Asia
961482,Cyprus,2001,Europe & Central Asia
979874,Cyprus,2002,Europe & Central Asia
998134,Cyprus,2003,Europe & Central Asia
1015806,Cyprus,2004,Europe & Central Asia
1032562,Cyprus,2005,Europe & Central Asia
1048272,Cyprus,2006,Europe & Central Asia
1063027,Cyprus,2007,Europe & Central Asia
1077001,Cyprus,2008,Europe & Central Asia
1090473,Cyprus,2009,Europe & Central Asia
1103647,Cyprus,2010,Europe & Central Asia
1116564,Cyprus,2011,Europe & Central Asia
1129166,Cyprus,2012,Europe & Central Asia
1141453,Cyprus,2013,Europe & Central Asia
9661235,Czech Rep.,1964,Europe & Central Asia
9686318,Czech Rep.,1965,Europe & Central Asia
9707426,Czech Rep.,1966,Europe & Central Asia
9725518,Czech Rep.,1967,Europe & Central Asia
9743100,Czech Rep.,1968,Europe & Central Asia
9763422,Czech Rep.,1969,Europe & Central Asia
9788863,Czech Rep.,1970,Europe & Central Asia
9819749,Czech Rep.,1971,Europe & Central Asia
9855516,Czech Rep.,1972,Europe & Central Asia
9896416,Czech Rep.,1973,Europe & Central Asia
9942472,Czech Rep.,1974,Europe & Central Asia
9993206,Czech Rep.,1975,Europe & Central Asia
10049465,Czech Rep.,1976,Europe & Central Asia
10110020,Czech Rep.,1977,Europe & Central Asia
10169747,Czech Rep.,1978,Europe & Central Asia
10221861,Czech Rep.,1979,Europe & Central Asia
10261606,Czech Rep.,1980,Europe & Central Asia
10286947,Czech Rep.,1981,Europe & Central Asia
10299490,Czech Rep.,1982,Europe & Central Asia
10302679,Czech Rep.,1983,Europe & Central Asia
10301798,Czech Rep.,1984,Europe & Central Asia
10300844,Czech Rep.,1985,Europe & Central Asia
10300475,Czech Rep.,1986,Europe & Central Asia
10299854,Czech Rep.,1987,Europe & Central Asia
10299711,Czech Rep.,1988,Europe & Central Asia
10300582,Czech Rep.,1989,Europe & Central Asia
10302718,Czech Rep.,1990,Europe & Central Asia
10307130,Czech Rep.,1991,Europe & Central Asia
10313662,Czech Rep.,1992,Europe & Central Asia
10319923,Czech Rep.,1993,Europe & Central Asia
10322561,Czech Rep.,1994,Europe & Central Asia
10319337,Czech Rep.,1995,Europe & Central Asia
10310016,Czech Rep.,1996,Europe & Central Asia
10295984,Czech Rep.,1997,Europe & Central Asia
10278707,Czech Rep.,1998,Europe & Central Asia
10260335,Czech Rep.,1999,Europe & Central Asia
10242890,Czech Rep.,2000,Europe & Central Asia
10225701,Czech Rep.,2001,Europe & Central Asia
10209500,Czech Rep.,2002,Europe & Central Asia
10199327,Czech Rep.,2003,Europe & Central Asia
10201665,Czech Rep.,2004,Europe & Central Asia
10220638,Czech Rep.,2005,Europe & Central Asia
10258796,Czech Rep.,2006,Europe & Central Asia
10313525,Czech Rep.,2007,Europe & Central Asia
10377359,Czech Rep.,2008,Europe & Central Asia
10439735,Czech Rep.,2009,Europe & Central Asia
10492960,Czech Rep.,2010,Europe & Central Asia
10534293,Czech Rep.,2011,Europe & Central Asia
10565678,Czech Rep.,2012,Europe & Central Asia
10589806,Czech Rep.,2013,Europe & Central Asia
4722383,Denmark,1964,Europe & Central Asia
4759095,Denmark,1965,Europe & Central Asia
4794927,Denmark,1966,Europe & Central Asia
4829945,Denmark,1967,Europe & Central Asia
4863983,Denmark,1968,Europe & Central Asia
4896948,Denmark,1969,Europe & Central Asia
4928704,Denmark,1970,Europe & Central Asia
4959083,Denmark,1971,Europe & Central Asia
4987806,Denmark,1972,Europe & Central Asia
5014503,Denmark,1973,Europe & Central Asia
5038752,Denmark,1974,Europe & Central Asia
5060227,Denmark,1975,Europe & Central Asia
5079015,Denmark,1976,Europe & Central Asia
5095133,Denmark,1977,Europe & Central Asia
5108145,Denmark,1978,Europe & Central Asia
5117514,Denmark,1979,Europe & Central Asia
5123026,Denmark,1980,Europe & Central Asia
5124545,Denmark,1981,Europe & Central Asia
5122696,Denmark,1982,Europe & Central Asia
5118998,Denmark,1983,Europe & Central Asia
5115476,Denmark,1984,Europe & Central Asia
5113701,Denmark,1985,Europe & Central Asia
5114172,Denmark,1986,Europe & Central Asia
5116854,Denmark,1987,Europe & Central Asia
5122098,Denmark,1988,Europe & Central Asia
5130127,Denmark,1989,Europe & Central Asia
5141034,Denmark,1990,Europe & Central Asia
5155038,Denmark,1991,Europe & Central Asia
5172040,Denmark,1992,Europe & Central Asia
5191370,Denmark,1993,Europe & Central Asia
5212071,Denmark,1994,Europe & Central Asia
5233364,Denmark,1995,Europe & Central Asia
5255213,Denmark,1996,Europe & Central Asia
5277572,Denmark,1997,Europe & Central Asia
5299649,Denmark,1998,Europe & Central Asia
5320488,Denmark,1999,Europe & Central Asia
5339501,Denmark,2000,Europe & Central Asia
5356055,Denmark,2001,Europe & Central Asia
5370507,Denmark,2002,Europe & Central Asia
5384487,Denmark,2003,Europe & Central Asia
5400280,Denmark,2004,Europe & Central Asia
5419444,Denmark,2005,Europe & Central Asia
5442644,Denmark,2006,Europe & Central Asia
5469130,Denmark,2007,Europe & Central Asia
5497312,Denmark,2008,Europe & Central Asia
5524874,Denmark,2009,Europe & Central Asia
5550142,Denmark,2010,Europe & Central Asia
5572594,Denmark,2011,Europe & Central Asia
5592738,Denmark,2012,Europe & Central Asia
5611187,Denmark,2013,Europe & Central Asia
109222,Djibouti,1964,Middle East & North Africa
116706,Djibouti,1965,Middle East & North Africa
124688,Djibouti,1966,Middle East & North Africa
133253,Djibouti,1967,Middle East & North Africa
142320,Djibouti,1968,Middle East & North Africa
151782,Djibouti,1969,Middle East & North Africa
161622,Djibouti,1970,Middle East & North Africa
171519,Djibouti,1971,Middle East & North Africa
181622,Djibouti,1972,Middle East & North Africa
192922,Djibouti,1973,Middle East & North Africa
206763,Djibouti,1974,Middle East & North Africa
223963,Djibouti,1975,Middle East & North Africa
245326,Djibouti,1976,Middle East & North Africa
270222,Djibouti,1977,Middle East & North Africa
296307,Djibouti,1978,Middle East & North Africa
320332,Djibouti,1979,Middle East & North Africa
340133,Djibouti,1980,Middle East & North Africa
354304,Djibouti,1981,Middle East & North Africa
363940,Djibouti,1982,Middle East & North Africa
372386,Djibouti,1983,Middle East & North Africa
384409,Djibouti,1984,Middle East & North Africa
403221,Djibouti,1985,Middle East & North Africa
430367,Djibouti,1986,Middle East & North Africa
464202,Djibouti,1987,Middle East & North Africa
500876,Djibouti,1988,Middle East & North Africa
534862,Djibouti,1989,Middle East & North Africa
562290,Djibouti,1990,Middle East & North Africa
581641,Djibouti,1991,Middle East & North Africa
594437,Djibouti,1992,Middle East & North Africa
603534,Djibouti,1993,Middle East & North Africa
613219,Djibouti,1994,Middle East & North Africa
626537,Djibouti,1995,Middle East & North Africa
644434,Djibouti,1996,Middle East & North Africa
665755,Djibouti,1997,Middle East & North Africa
688940,Djibouti,1998,Middle East & North Africa
711573,Djibouti,1999,Middle East & North Africa
731930,Djibouti,2000,Middle East & North Africa
749604,Djibouti,2001,Middle East & North Africa
765283,Djibouti,2002,Middle East & North Africa
779640,Djibouti,2003,Middle East & North Africa
793738,Djibouti,2004,Middle East & North Africa
808367,Djibouti,2005,Middle East & North Africa
823682,Djibouti,2006,Middle East & North Africa
839453,Djibouti,2007,Middle East & North Africa
855636,Djibouti,2008,Middle East & North Africa
872090,Djibouti,2009,Middle East & North Africa
888716,Djibouti,2010,Middle East & North Africa
905564,Djibouti,2011,Middle East & North Africa
922708,Djibouti,2012,Middle East & North Africa
940090,Djibouti,2013,Middle East & North Africa
3772937,Dominican Rep.,1964,America
3893484,Dominican Rep.,1965,America
4015213,Dominican Rep.,1966,America
4137994,Dominican Rep.,1967,America
4261702,Dominican Rep.,1968,America
4386255,Dominican Rep.,1969,America
4511577,Dominican Rep.,1970,America
4637627,Dominican Rep.,1971,America
4764319,Dominican Rep.,1972,America
4891500,Dominican Rep.,1973,America
5019002,Dominican Rep.,1974,America
5146742,Dominican Rep.,1975,America
5274591,Dominican Rep.,1976,America
5402683,Dominican Rep.,1977,America
5531528,Dominican Rep.,1978,America
5661827,Dominican Rep.,1979,America
5794074,Dominican Rep.,1980,America
5928429,Dominican Rep.,1981,America
6064722,Dominican Rep.,1982,America
6202698,Dominican Rep.,1983,America
6341950,Dominican Rep.,1984,America
6482152,Dominican Rep.,1985,America
6623094,Dominican Rep.,1986,America
6764750,Dominican Rep.,1987,America
6907171,Dominican Rep.,1988,America
7050480,Dominican Rep.,1989,America
7194666,Dominican Rep.,1990,America
7339826,Dominican Rep.,1991,America
7485619,Dominican Rep.,1992,America
7631076,Dominican Rep.,1993,America
7774932,Dominican Rep.,1994,America
7916309,Dominican Rep.,1995,America
8054768,Dominican Rep.,1996,America
8190620,Dominican Rep.,1997,America
8324680,Dominican Rep.,1998,America
8458164,Dominican Rep.,1999,America
8591967,Dominican Rep.,2000,America
8726256,Dominican Rep.,2001,America
8860760,Dominican Rep.,2002,America
8995398,Dominican Rep.,2003,America
9129965,Dominican Rep.,2004,America
9264267,Dominican Rep.,2005,America
9398285,Dominican Rep.,2006,America
9531954,Dominican Rep.,2007,America
9664948,Dominican Rep.,2008,America
9796852,Dominican Rep.,2009,America
9927320,Dominican Rep.,2010,America
10056181,Dominican Rep.,2011,America
10183339,Dominican Rep.,2012,America
10308609,Dominican Rep.,2013,America
4994917,Ecuador,1964,America
5146294,Ecuador,1965,America
5302370,Ecuador,1966,America
5463176,Ecuador,1967,America
5628565,Ecuador,1968,America
5798368,Ecuador,1969,America
5972464,Ecuador,1970,America
6150690,Ecuador,1971,America
6333049,Ecuador,1972,America
6519792,Ecuador,1973,America
6711284,Ecuador,1974,America
6907740,Ecuador,1975,America
7109119,Ecuador,1976,America
7315156,Ecuador,1977,America
7525548,Ecuador,1978,America
7739894,Ecuador,1979,America
7957811,Ecuador,1980,America
8178948,Ecuador,1981,America
8403034,Ecuador,1982,America
8629832,Ecuador,1983,America
8859125,Ecuador,1984,America
9090592,Ecuador,1985,America
9323745,Ecuador,1986,America
9557974,Ecuador,1987,America
9792658,Ecuador,1988,America
10027109,Ecuador,1989,America
10260587,Ecuador,1990,America
10493498,Ecuador,1991,America
10725281,Ecuador,1992,America
10953182,Ecuador,1993,America
11173647,Ecuador,1994,America
11384506,Ecuador,1995,America
11584074,Ecuador,1996,America
11774005,Ecuador,1997,America
11959586,Ecuador,1998,America
12148188,Ecuador,1999,America
12345023,Ecuador,2000,America
12552036,Ecuador,2001,America
12767415,Ecuador,2002,America
12987992,Ecuador,2003,America
13208869,Ecuador,2004,America
13426402,Ecuador,2005,America
13639708,Ecuador,2006,America
13849721,Ecuador,2007,America
14056740,Ecuador,2008,America
14261566,Ecuador,2009,America
14464739,Ecuador,2010,America
14666055,Ecuador,2011,America
14864987,Ecuador,2012,America
15061398,Ecuador,2013,America
30970067,Egypt,1964,Middle East & North Africa
31771227,Egypt,1965,Middle East & North Africa
32586961,Egypt,1966,Middle East & North Africa
33415926,Egypt,1967,Middle East & North Africa
34252634,Egypt,1968,Middle East & North Africa
35089893,Egypt,1969,Middle East & North Africa
35923283,Egypt,1970,Middle East & North Africa
36751162,Egypt,1971,Middle East & North Africa
37577248,Egypt,1972,Middle East & North Africa
38409289,Egypt,1973,Middle East & North Africa
39258086,Egypt,1974,Middle East & North Africa
40132189,Egypt,1975,Middle East & North Africa
41033408,Egypt,1976,Middle East & North Africa
41961731,Egypt,1977,Middle East & North Africa
42921556,Egypt,1978,Middle East & North Africa
43917526,Egypt,1979,Middle East & North Africa
44952497,Egypt,1980,Middle East & North Africa
46025305,Egypt,1981,Middle East & North Africa
47133557,Egypt,1982,Middle East & North Africa
48276547,Egypt,1983,Middle East & North Africa
49453054,Egypt,1984,Middle East & North Africa
50659625,Egypt,1985,Middle East & North Africa
51899728,Egypt,1986,Middle East & North Africa
53166492,Egypt,1987,Middle East & North Africa
54433720,Egypt,1988,Middle East & North Africa
55667119,Egypt,1989,Middle East & North Africa
56843275,Egypt,1990,Middle East & North Africa
57952386,Egypt,1991,Middle East & North Africa
59004372,Egypt,1992,Middle East & North Africa
60020423,Egypt,1993,Middle East & North Africa
61032081,Egypt,1994,Middle East & North Africa
62063810,Egypt,1995,Middle East & North Africa
63120498,Egypt,1996,Middle East & North Africa
64199588,Egypt,1997,Middle East & North Africa
65309201,Egypt,1998,Middle East & North Africa
66457136,Egypt,1999,Middle East & North Africa
67648419,Egypt,2000,Middle East & North Africa
68888032,Egypt,2001,Middle East & North Africa
70174632,Egypt,2002,Middle East & North Africa
71498433,Egypt,2003,Middle East & North Africa
72844998,Egypt,2004,Middle East & North Africa
74203215,Egypt,2005,Middle East & North Africa
75568453,Egypt,2006,Middle East & North Africa
76941572,Egypt,2007,Middle East & North Africa
78323298,Egypt,2008,Middle East & North Africa
79716203,Egypt,2009,Middle East & North Africa
81121077,Egypt,2010,Middle East & North Africa
82536770,Egypt,2011,Middle East & North Africa
83958369,Egypt,2012,Middle East & North Africa
85378440,Egypt,2013,Middle East & North Africa
3146076,El Salvador,1964,America
3244774,El Salvador,1965,America
3342957,El Salvador,1966,America
3440705,El Salvador,1967,America
3538389,El Salvador,1968,America
3636782,El Salvador,1969,America
3736311,El Salvador,1970,America
3836884,El Salvador,1971,America
3937757,El Salvador,1972,America
4037935,El Salvador,1973,America
4136133,El Salvador,1974,America
4231358,El Salvador,1975,America
4323383,El Salvador,1976,America
4412237,El Salvador,1977,America
4497535,El Salvador,1978,America
4578922,El Salvador,1979,America
4656263,El Salvador,1980,America
4729467,El Salvador,1981,America
4798918,El Salvador,1982,America
4865611,El Salvador,1983,America
4930893,El Salvador,1984,America
4995888,El Salvador,1985,America
5060307,El Salvador,1986,America
5124240,El Salvador,1987,America
5189565,El Salvador,1988,America
5258654,El Salvador,1989,America
5332842,El Salvador,1990,America
5413269,El Salvador,1991,America
5498489,El Salvador,1992,America
5584047,El Salvador,1993,America
5663820,El Salvador,1994,America
5733401,El Salvador,1995,America
5791403,El Salvador,1996,America
5839103,El Salvador,1997,America
5878097,El Salvador,1998,America
5911094,El Salvador,1999,America
5940305,El Salvador,2000,America
5966027,El Salvador,2001,America
5988233,El Salvador,2002,America
6008523,El Salvador,2003,America
6028792,El Salvador,2004,America
6050513,El Salvador,2005,America
6074487,El Salvador,2006,America
6100868,El Salvador,2007,America
6129628,El Salvador,2008,America
6160423,El Salvador,2009,America
6192993,El Salvador,2010,America
6227491,El Salvador,2011,America
6264129,El Salvador,2012,America
6302723,El Salvador,2013,America
264745,Equatorial Guinea,1964,Sub-Saharan Africa
269429,Equatorial Guinea,1965,Sub-Saharan Africa
275472,Equatorial Guinea,1966,Sub-Saharan Africa
282446,Equatorial Guinea,1967,Sub-Saharan Africa
288703,Equatorial Guinea,1968,Sub-Saharan Africa
292015,Equatorial Guinea,1969,Sub-Saharan Africa
290907,Equatorial Guinea,1970,Sub-Saharan Africa
284913,Equatorial Guinea,1971,Sub-Saharan Africa
274893,Equatorial Guinea,1972,Sub-Saharan Africa
262377,Equatorial Guinea,1973,Sub-Saharan Africa
249569,Equatorial Guinea,1974,Sub-Saharan Africa
238240,Equatorial Guinea,1975,Sub-Saharan Africa
228534,Equatorial Guinea,1976,Sub-Saharan Africa
220448,Equatorial Guinea,1977,Sub-Saharan Africa
215415,Equatorial Guinea,1978,Sub-Saharan Africa
215116,Equatorial Guinea,1979,Sub-Saharan Africa
220582,Equatorial Guinea,1980,Sub-Saharan Africa
232676,Equatorial Guinea,1981,Sub-Saharan Africa
250712,Equatorial Guinea,1982,Sub-Saharan Africa
272217,Equatorial Guinea,1983,Sub-Saharan Africa
293701,Equatorial Guinea,1984,Sub-Saharan Africa
312634,Equatorial Guinea,1985,Sub-Saharan Africa
328119,Equatorial Guinea,1986,Sub-Saharan Africa
340825,Equatorial Guinea,1987,Sub-Saharan Africa
351694,Equatorial Guinea,1988,Sub-Saharan Africa
362325,Equatorial Guinea,1989,Sub-Saharan Africa
373887,Equatorial Guinea,1990,Sub-Saharan Africa
386536,Equatorial Guinea,1991,Sub-Saharan Africa
399843,Equatorial Guinea,1992,Sub-Saharan Africa
413730,Equatorial Guinea,1993,Sub-Saharan Africa
